,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year
572,Zack Kuntz,NYJ,TE,25,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,124,N/A,2024
573,Marcedes Lewis,CHI,TE,40,17,4,0,0,0,0,0,0,0,N/A,0,2,1,2,2.00,0,0,0,0,N/A,N/A,N/A,1.2,1.2,0.7,N/A,115,N/A,2024
574,Tyler Mabry,SEA,TE,28,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125,N/A,2024
575,Jordan Matthews,CAR,TE,32,4,1,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,126,N/A,2024
576,Tanner McLachlan,CIN,TE,25,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127,N/A,2024
577,Dante Miller,NYG,RB,25,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,147,N/A,2024
578,Kendall Milton,CIN,RB,22,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,148,N/A,2024
579,James Mitchell,DET,TE,25,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,128,N/A,2024
580,Chris Moore,ARI,WR,31,5,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,229,N/A,2024
581,Chris Moore,WAS,WR,31,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,229,N/A,2024
582,Skyy Moore,KAN,WR,24,6,0,0,0,0,0,0,0,0,N/A,0,3,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,230,N/A,2024
583,Jalen Moreno-Cropper,DAL,WR,23,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,231,N/A,2024
584,Nick Muse,MIN,TE,26,4,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,129,N/A,2024
585,Thomas Odukoya,TEN,TE,27,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,130,N/A,2024
586,Zach Pascal,ARI,WR,30,17,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,232,N/A,2024
587,Jaret Patterson,LAC,RB,25,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,149,N/A,2024
588,Adam Prentice,NOR,FB,27,17,7,0,0,0,0,0,0,0,N/A,0,4,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,N/A,2024
589,James Proche,CLE,WR,28,9,0,0,0,0,0,0,0,0,N/A,0,3,3,21,7.00,0,1,1,0,N/A,N/A,N/A,3.1,4.1,1.6,N/A,213,N/A,2024
590,Teagan Quitoriano,HOU,TE,24,7,4,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131,N/A,2024
591,Brenden Rice,LAC,WR,22,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,233,N/A,2024
592,Keilan Robinson,JAX,RB,24,6,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,151,N/A,2024
593,Justyn Ross,KAN,WR,25,2,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,234,N/A,2024
594,Brady Russell,SEA,TE,26,11,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,132,N/A,2024
595,Justin Shorter,LVR,TE,24,10,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,133,N/A,2024
596,Brandon Smith,NYJ,WR,26,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,235,N/A,2024
597,Irv Smith Jr.,HOU,TE,26,5,1,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,134,N/A,2024
598,Equanimeous St. Brown,NOR,WR,28,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,236,N/A,2024
599,Stephen Sullivan,CAR,TE,28,1,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,135,N/A,2024
600,Cody Thompson,TAM,WR,28,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,237,N/A,2024
601,Jake Tonges,SFO,TE,25,16,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,136,N/A,2024
602,Robert Tonyan,MIN,TE,30,5,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137,N/A,2024
603,Kyle Trask,TAM,QB,26,4,0,1,1,5,0,0,5,-4,-0.80,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,-0.2,-0.2,-0.2,N/A,75,N/A,2024
604,Laquon Treadwell,IND,WR,29,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,238,N/A,2024
605,Brycen Tremayne,WAS,WR,25,2,0,0,0,0,0,0,0,0,N/A,0,1,1,-2,-2.00,0,0,0,0,N/A,N/A,N/A,0.8,0.8,0.3,N/A,247,N/A,2024
606,C.J. Uzomah,PHI,TE,31,7,3,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138,N/A,2024
607,Ke'Shawn Vaughn,SFO,RB,27,3,0,0,0,0,0,0,2,4,2.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,0.4,0.4,0.4,N/A,136,N/A,2024
608,Jalen Virgil,BUF,WR,26,7,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,239,N/A,2024
609,Travis Vokolek,ARI,TE,26,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,139,N/A,2024
610,Carlos Washington,ATL,RB,26,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,152,N/A,2024
611,Montrell Washington,KAN,WR,25,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,N/A,2024
612,Jared Wayne,HOU,WR,24,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,241,N/A,2024
613,Xavier Weaver,ARI,WR,24,2,0,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,242,N/A,2024
614,Jack Westover,NWE,TE,25,3,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140,N/A,2024
615,Mitchell Wilcox,NWE,TE,28,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141,N/A,2024
616,Avery Williams,ATL,RB,26,17,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,153,N/A,2024
617,Brayden Willis,SFO,TE,25,10,0,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142,N/A,2024
618,D.J. Williams,TAM,RB,24,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,154,N/A,2024
619,Rodney Williams,PIT,TE,26,6,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143,N/A,2024
620,Trayveon Williams,CIN,RB,27,17,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,155,N/A,2024
621,Roman Wilson,PIT,WR,23,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,243,N/A,2024
622,Colson Yankoff,WAS,TE,24,6,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,144,N/A,2024
623,Dareke Young,SEA,WR,25,14,0,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,244,N/A,2024
624,Sam Howell,SEA,QB,24,2,0,5,14,24,0,1,1,2,2.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,-1,-0.8,0.2,0.2,N/A,78,N/A,2024
625,Dylan Laube,LVR,RB,25,10,0,0,0,0,0,0,1,0,0.00,0,0,0,0,N/A,0,1,1,0,N/A,N/A,-2,-2.0,-1.0,-2.0,N/A,156,N/A,2024
626,Steven Sims,2TM,WR,27,9,0,0,0,0,0,0,1,0,0.00,0,0,0,0,N/A,0,2,1,0,N/A,N/A,-2,-2.0,-1.0,-2.0,N/A,248,N/A,2024
627,Kadarius Toney,CLE,WR,25,3,0,0,0,0,0,0,2,-4,-2.00,0,1,0,0,N/A,0,1,1,0,N/A,N/A,-2,-2.4,-1.4,-2.4,N/A,249,N/A,2024
628,Clayton Tune,ARI,QB,25,6,0,2,2,8,0,0,7,-4,-0.57,0,0,0,0,N/A,0,1,1,0,N/A,N/A,-2,-2.1,-1.1,-2.1,N/A,79,N/A,2024
629,Jha'Quan Jackson,TEN,WR,24,12,0,0,0,0,0,0,1,-5,-5.00,0,3,1,8,8.00,0,5,2,0,N/A,N/A,-4,-2.7,-0.7,-3.2,N/A,250,N/A,2024
